student_id,visit_date,activity,book_title,duration_hours,checkout_date,return_date
430,2025-09-11,Book Returned,Advanced Mathematics,,,2025-09-23
430,2025-11-05,Reading Session,,4.0,,
430,2025-08-30,Reading Session,,2.0,,
430,2025-09-05,Reading Session,,2.0,,
430,2025-10-06,Book Borrowed,Data Structures and Algorithms,,2025-10-06,
806,2025-11-25,Book Borrowed,Advanced Mathematics,,2025-11-25,
806,2025-10-01,Reading Session,,3.0,,
806,2025-11-19,Book Borrowed,Software Engineering,,2025-11-19,
806,2025-10-03,Reading Session,,3.0,,
806,2025-11-01,Book Returned,Advanced Mathematics,,,2025-11-11
806,2025-10-24,Book Borrowed,Power Systems,,2025-10-24,
806,2025-11-22,Book Borrowed,Introduction to Algorithms,,2025-11-22,
806,2025-11-20,Book Returned,Physics Vol 1,,,2025-12-04
806,2025-10-12,Book Borrowed,Operating Systems,,2025-10-12,
806,2025-11-02,Book Borrowed,Advanced Mathematics,,2025-11-02,
806,2025-10-06,Reading Session,,1.0,,
806,2025-09-06,Book Returned,Chemistry Fundamentals,,,2025-09-24
806,2025-11-20,Reading Session,,1.0,,
806,2025-11-20,Reading Session,,1.0,,
806,2025-11-15,Book Returned,Power Systems,,,2025-11-29
806,2025-09-24,Book Returned,Data Structures and Algorithms,,,2025-10-02
806,2025-10-16,Book Borrowed,Control Systems,,2025-10-16,
810,2025-11-30,Book Borrowed,Digital Electronics,,2025-11-30,
810,2025-11-18,Book Borrowed,Advanced Mathematics,,2025-11-18,
810,2025-11-01,Reading Session,,1.0,,
810,2025-11-07,Book Borrowed,Power Systems,,2025-11-07,
810,2025-08-30,Book Returned,Advanced Mathematics,,,2025-09-07
810,2025-08-31,Book Borrowed,Data Structures and Algorithms,,2025-08-31,
810,2025-10-05,Book Returned,Chemistry Fundamentals,,,2025-10-25
810,2025-11-21,Book Returned,Control Systems,,,2025-12-05
810,2025-09-03,Book Borrowed,Data Structures and Algorithms,,2025-09-03,
810,2025-09-01,Book Borrowed,Computer Networks,,2025-09-01,
810,2025-11-09,Book Borrowed,Power Systems,,2025-11-09,
309,2025-11-17,Reading Session,,2.0,,
309,2025-10-14,Book Borrowed,Advanced Mathematics,,2025-10-14,
309,2025-10-24,Book Borrowed,Data Structures and Algorithms,,2025-10-24,
309,2025-09-24,Book Borrowed,Advanced Mathematics,,2025-09-24,
309,2025-11-19,Book Borrowed,Chemistry Fundamentals,,2025-11-19,
309,2025-10-16,Book Borrowed,Database Management Systems,,2025-10-16,
309,2025-08-29,Book Returned,Introduction to Algorithms,,,2025-09-11
309,2025-11-14,Book Borrowed,Physics Vol 1,,2025-11-14,
309,2025-09-25,Book Borrowed,Artificial Intelligence,,2025-09-25,
309,2025-08-29,Book Borrowed,Artificial Intelligence,,2025-08-29,
560,2025-09-03,Book Borrowed,Machine Learning,,2025-09-03,
560,2025-10-01,Reading Session,,1.0,,
560,2025-10-17,Book Returned,Machine Learning,,,2025-10-27
560,2025-09-12,Book Borrowed,Artificial Intelligence,,2025-09-12,
560,2025-10-02,Reading Session,,1.0,,
560,2025-11-20,Book Borrowed,Data Structures and Algorithms,,2025-11-20,
560,2025-11-26,Reading Session,,1.0,,
560,2025-11-27,Book Borrowed,Chemistry Fundamentals,,2025-11-27,
560,2025-09-03,Reading Session,,1.0,,
560,2025-10-27,Book Borrowed,Operating Systems,,2025-10-27,
560,2025-09-01,Reading Session,,4.0,,
560,2025-11-11,Book Returned,Machine Learning,,,2025-11-25
560,2025-09-01,Book Returned,Database Management Systems,,,2025-09-09
560,2025-11-26,Reading Session,,4.0,,
79,2025-10-21,Book Returned,Database Management Systems,,,2025-11-07
79,2025-09-03,Book Returned,Data Structures and Algorithms,,,2025-09-11
79,2025-09-28,Book Borrowed,Introduction to Algorithms,,2025-09-28,
79,2025-09-13,Reading Session,,3.0,,
79,2025-09-06,Book Borrowed,Control Systems,,2025-09-06,
79,2025-09-08,Reading Session,,2.0,,
79,2025-11-03,Book Borrowed,Artificial Intelligence,,2025-11-03,
79,2025-11-17,Reading Session,,2.0,,
79,2025-10-26,Reading Session,,1.0,,
79,2025-11-12,Reading Session,,2.0,,
79,2025-11-12,Book Returned,Software Engineering,,,2025-11-26
79,2025-10-12,Book Returned,Operating Systems,,,2025-10-21
79,2025-09-14,Reading Session,,3.0,,
79,2025-10-21,Book Returned,Artificial Intelligence,,,2025-11-09
79,2025-11-21,Book Borrowed,Power Systems,,2025-11-21,
79,2025-10-30,Reading Session,,3.0,,
79,2025-10-30,Book Returned,Introduction to Algorithms,,,2025-11-07
79,2025-10-15,Book Borrowed,Control Systems,,2025-10-15,
278,2025-09-10,Book Returned,Digital Electronics,,,2025-09-25
278,2025-11-20,Book Borrowed,Computer Networks,,2025-11-20,
278,2025-08-27,Book Returned,Data Structures and Algorithms,,,2025-09-06
278,2025-09-04,Book Returned,Computer Networks,,,2025-09-20
278,2025-09-03,Book Borrowed,Power Systems,,2025-09-03,
278,2025-09-16,Book Borrowed,Digital Electronics,,2025-09-16,
278,2025-10-12,Reading Session,,4.0,,
278,2025-09-28,Reading Session,,4.0,,
278,2025-09-29,Book Returned,Software Engineering,,,2025-10-11
620,2025-10-04,Book Returned,Software Engineering,,,2025-10-15
620,2025-11-14,Reading Session,,1.0,,
620,2025-10-20,Book Borrowed,Computer Networks,,2025-10-20,
620,2025-11-28,Book Borrowed,Physics Vol 1,,2025-11-28,
620,2025-09-17,Reading Session,,2.0,,
620,2025-09-06,Book Returned,Advanced Mathematics,,,2025-09-16
620,2025-08-24,Reading Session,,4.0,,
620,2025-11-20,Book Returned,Physics Vol 1,,,2025-11-30
825,2025-09-21,Book Returned,Computer Networks,,,2025-10-02
825,2025-10-25,Reading Session,,3.0,,
825,2025-10-25,Reading Session,,3.0,,
825,2025-10-01,Book Returned,Operating Systems,,,2025-10-16
825,2025-09-19,Book Borrowed,Introduction to Algorithms,,2025-09-19,
825,2025-11-02,Reading Session,,1.0,,
825,2025-09-28,Book Returned,Software Engineering,,,2025-10-06
825,2025-09-15,Reading Session,,2.0,,
825,2025-09-04,Book Borrowed,Software Engineering,,2025-09-04,
825,2025-09-14,Reading Session,,3.0,,
825,2025-09-02,Reading Session,,1.0,,
559,2025-09-02,Reading Session,,2.0,,
559,2025-09-25,Book Returned,Computer Networks,,,2025-10-11
559,2025-11-12,Book Returned,Computer Networks,,,2025-12-01
559,2025-10-17,Reading Session,,1.0,,
559,2025-10-22,Book Borrowed,Computer Networks,,2025-10-22,
559,2025-11-10,Reading Session,,4.0,,
559,2025-11-19,Book Returned,Software Engineering,,,2025-11-29
148,2025-09-29,Book Borrowed,Machine Learning,,2025-09-29,
148,2025-09-30,Book Borrowed,Chemistry Fundamentals,,2025-09-30,
148,2025-09-06,Reading Session,,2.0,,
148,2025-09-19,Book Returned,Control Systems,,,2025-10-08
148,2025-11-30,Book Returned,Operating Systems,,,2025-12-13
148,2025-11-13,Book Returned,Physics Vol 1,,,2025-11-22
148,2025-09-14,Book Borrowed,Data Structures and Algorithms,,2025-09-14,
148,2025-11-14,Book Borrowed,Introduction to Algorithms,,2025-11-14,
148,2025-09-09,Reading Session,,1.0,,
148,2025-09-16,Book Borrowed,Power Systems,,2025-09-16,
148,2025-11-01,Book Returned,Software Engineering,,,2025-11-14
148,2025-11-29,Book Borrowed,Artificial Intelligence,,2025-11-29,
148,2025-11-25,Reading Session,,4.0,,
148,2025-11-26,Book Returned,Machine Learning,,,2025-12-12
524,2025-11-28,Book Returned,Introduction to Algorithms,,,2025-12-05
524,2025-10-16,Book Borrowed,Software Engineering,,2025-10-16,
524,2025-11-04,Book Returned,Operating Systems,,,2025-11-16
524,2025-09-07,Book Returned,Control Systems,,,2025-09-26
524,2025-08-26,Book Returned,Physics Vol 1,,,2025-09-15
524,2025-09-21,Book Returned,Data Structures and Algorithms,,,2025-10-07
524,2025-11-29,Reading Session,,4.0,,
524,2025-11-25,Reading Session,,2.0,,
524,2025-09-09,Book Borrowed,Artificial Intelligence,,2025-09-09,
524,2025-11-28,Book Returned,Digital Electronics,,,2025-12-11
524,2025-10-15,Book Returned,Artificial Intelligence,,,2025-11-01
643,2025-10-26,Reading Session,,2.0,,
643,2025-09-08,Book Returned,Introduction to Algorithms,,,2025-09-21
643,2025-09-09,Book Returned,Computer Networks,,,2025-09-23
643,2025-09-15,Book Returned,Database Management Systems,,,2025-10-02
643,2025-09-13,Book Returned,Computer Networks,,,2025-09-29
643,2025-11-01,Book Borrowed,Introduction to Algorithms,,2025-11-01,
643,2025-09-07,Book Returned,Power Systems,,,2025-09-23
643,2025-09-05,Reading Session,,4.0,,
241,2025-10-21,Book Borrowed,Chemistry Fundamentals,,2025-10-21,
241,2025-10-20,Reading Session,,2.0,,
241,2025-11-18,Book Borrowed,Data Structures and Algorithms,,2025-11-18,
241,2025-10-18,Book Returned,Physics Vol 1,,,2025-10-31
241,2025-09-27,Reading Session,,3.0,,
241,2025-09-28,Reading Session,,2.0,,
241,2025-11-19,Book Borrowed,Artificial Intelligence,,2025-11-19,
241,2025-08-25,Book Borrowed,Software Engineering,,2025-08-25,
241,2025-08-30,Book Returned,Data Structures and Algorithms,,,2025-09-17
241,2025-09-06,Book Returned,Physics Vol 1,,,2025-09-13
241,2025-10-21,Reading Session,,4.0,,
241,2025-11-11,Reading Session,,2.0,,
241,2025-09-18,Reading Session,,1.0,,
64,2025-10-06,Book Returned,Operating Systems,,,2025-10-16
64,2025-09-04,Book Returned,Advanced Mathematics,,,2025-09-25
64,2025-11-04,Reading Session,,2.0,,
64,2025-09-13,Reading Session,,4.0,,
64,2025-08-26,Reading Session,,2.0,,
64,2025-10-04,Book Borrowed,Software Engineering,,2025-10-04,
64,2025-09-19,Book Returned,Machine Learning,,,2025-10-09
64,2025-10-20,Reading Session,,1.0,,
64,2025-10-31,Book Returned,Machine Learning,,,2025-11-10
64,2025-10-19,Book Borrowed,Digital Electronics,,2025-10-19,
64,2025-09-02,Book Borrowed,Operating Systems,,2025-09-02,
64,2025-09-04,Book Returned,Digital Electronics,,,2025-09-11
64,2025-10-28,Reading Session,,3.0,,
64,2025-09-14,Book Returned,Power Systems,,,2025-10-04
64,2025-09-09,Book Returned,Data Structures and Algorithms,,,2025-09-30
64,2025-08-26,Book Returned,Database Management Systems,,,2025-09-16
64,2025-11-11,Reading Session,,2.0,,
64,2025-10-02,Book Returned,Chemistry Fundamentals,,,2025-10-12
64,2025-09-02,Book Returned,Artificial Intelligence,,,2025-09-14
64,2025-09-02,Book Borrowed,Control Systems,,2025-09-02,
606,2025-11-10,Book Borrowed,Power Systems,,2025-11-10,
606,2025-11-02,Reading Session,,2.0,,
606,2025-10-27,Book Borrowed,Introduction to Algorithms,,2025-10-27,
606,2025-10-30,Book Returned,Digital Electronics,,,2025-11-11
606,2025-10-27,Book Returned,Chemistry Fundamentals,,,2025-11-06
259,2025-11-26,Book Returned,Operating Systems,,,2025-12-07
259,2025-09-20,Book Borrowed,Database Management Systems,,2025-09-20,
259,2025-10-12,Book Borrowed,Power Systems,,2025-10-12,
259,2025-09-25,Book Returned,Software Engineering,,,2025-10-14
259,2025-11-13,Reading Session,,1.0,,
259,2025-09-30,Reading Session,,2.0,,
259,2025-09-20,Book Returned,Database Management Systems,,,2025-10-09
259,2025-09-03,Reading Session,,1.0,,
259,2025-11-25,Reading Session,,3.0,,
259,2025-10-14,Book Returned,Software Engineering,,,2025-11-01
259,2025-11-28,Book Returned,Control Systems,,,2025-12-14
741,2025-09-09,Book Borrowed,Software Engineering,,2025-09-09,
741,2025-08-26,Book Borrowed,Introduction to Algorithms,,2025-08-26,
741,2025-09-11,Reading Session,,1.0,,
741,2025-10-05,Book Borrowed,Machine Learning,,2025-10-05,
741,2025-11-23,Book Returned,Physics Vol 1,,,2025-11-30
741,2025-11-14,Book Borrowed,Introduction to Algorithms,,2025-11-14,
741,2025-11-18,Book Borrowed,Physics Vol 1,,2025-11-18,
741,2025-09-06,Reading Session,,3.0,,
741,2025-11-17,Book Returned,Control Systems,,,2025-11-27
741,2025-10-26,Book Returned,Machine Learning,,,2025-11-15
741,2025-11-30,Book Returned,Control Systems,,,2025-12-19
741,2025-10-21,Reading Session,,4.0,,
741,2025-11-10,Book Borrowed,Physics Vol 1,,2025-11-10,
355,2025-11-17,Book Returned,Data Structures and Algorithms,,,2025-12-01
355,2025-10-02,Reading Session,,1.0,,
355,2025-09-10,Book Returned,Machine Learning,,,2025-09-22
355,2025-09-17,Reading Session,,2.0,,
355,2025-11-02,Reading Session,,3.0,,
355,2025-11-16,Reading Session,,4.0,,
355,2025-11-02,Book Returned,Introduction to Algorithms,,,2025-11-14
355,2025-09-16,Reading Session,,1.0,,
355,2025-10-28,Reading Session,,3.0,,
355,2025-10-10,Book Returned,Digital Electronics,,,2025-10-17
355,2025-10-18,Reading Session,,2.0,,
727,2025-10-19,Book Borrowed,Power Systems,,2025-10-19,
727,2025-10-11,Book Borrowed,Control Systems,,2025-10-11,
727,2025-08-29,Book Borrowed,Data Structures and Algorithms,,2025-08-29,
727,2025-10-04,Reading Session,,2.0,,
727,2025-10-12,Book Returned,Software Engineering,,,2025-10-23
727,2025-10-29,Book Borrowed,Digital Electronics,,2025-10-29,
727,2025-09-03,Book Returned,Advanced Mathematics,,,2025-09-11
727,2025-09-08,Reading Session,,4.0,,
727,2025-10-27,Book Borrowed,Machine Learning,,2025-10-27,
215,2025-10-15,Reading Session,,1.0,,
215,2025-11-22,Reading Session,,4.0,,
215,2025-11-06,Book Borrowed,Physics Vol 1,,2025-11-06,
215,2025-08-26,Book Returned,Database Management Systems,,,2025-09-11
215,2025-09-17,Book Borrowed,Advanced Mathematics,,2025-09-17,
86,2025-10-01,Book Returned,Operating Systems,,,2025-10-18
86,2025-10-08,Book Borrowed,Digital Electronics,,2025-10-08,
86,2025-08-31,Book Returned,Software Engineering,,,2025-09-10
86,2025-11-24,Book Returned,Database Management Systems,,,2025-12-03
86,2025-11-26,Book Borrowed,Advanced Mathematics,,2025-11-26,
86,2025-09-09,Reading Session,,4.0,,
86,2025-10-02,Reading Session,,1.0,,
86,2025-11-01,Book Returned,Computer Networks,,,2025-11-20
86,2025-09-19,Book Borrowed,Introduction to Algorithms,,2025-09-19,
86,2025-09-14,Reading Session,,4.0,,
86,2025-09-17,Reading Session,,4.0,,
86,2025-10-03,Book Returned,Introduction to Algorithms,,,2025-10-20
86,2025-11-20,Book Borrowed,Database Management Systems,,2025-11-20,
86,2025-11-09,Reading Session,,4.0,,
86,2025-09-02,Book Borrowed,Physics Vol 1,,2025-09-02,
86,2025-09-27,Book Returned,Power Systems,,,2025-10-15
86,2025-10-30,Reading Session,,2.0,,
86,2025-09-09,Book Returned,Power Systems,,,2025-09-24
49,2025-11-19,Reading Session,,3.0,,
49,2025-11-25,Book Returned,Introduction to Algorithms,,,2025-12-13
49,2025-11-06,Reading Session,,4.0,,
49,2025-08-27,Reading Session,,2.0,,
49,2025-11-15,Reading Session,,3.0,,
49,2025-09-07,Reading Session,,2.0,,
49,2025-10-18,Reading Session,,1.0,,
49,2025-10-24,Reading Session,,3.0,,
49,2025-11-01,Book Borrowed,Data Structures and Algorithms,,2025-11-01,
49,2025-11-18,Book Borrowed,Digital Electronics,,2025-11-18,
49,2025-09-09,Book Returned,Data Structures and Algorithms,,,2025-09-27
49,2025-09-24,Book Borrowed,Physics Vol 1,,2025-09-24,
49,2025-10-30,Book Returned,Database Management Systems,,,2025-11-13
49,2025-09-02,Reading Session,,2.0,,
49,2025-09-07,Book Returned,Data Structures and Algorithms,,,2025-09-23
49,2025-09-29,Reading Session,,1.0,,
49,2025-09-24,Book Borrowed,Machine Learning,,2025-09-24,
49,2025-08-29,Book Borrowed,Database Management Systems,,2025-08-29,
732,2025-08-31,Reading Session,,1.0,,
732,2025-09-16,Reading Session,,3.0,,
732,2025-08-26,Book Borrowed,Computer Networks,,2025-08-26,
732,2025-10-24,Reading Session,,3.0,,
732,2025-11-25,Book Borrowed,Computer Networks,,2025-11-25,
732,2025-11-24,Book Returned,Physics Vol 1,,,2025-12-11
732,2025-11-13,Book Borrowed,Artificial Intelligence,,2025-11-13,
732,2025-10-18,Book Borrowed,Physics Vol 1,,2025-10-18,
732,2025-10-22,Book Borrowed,Control Systems,,2025-10-22,
732,2025-08-30,Book Borrowed,Control Systems,,2025-08-30,
732,2025-10-21,Book Returned,Software Engineering,,,2025-10-30
732,2025-10-11,Reading Session,,1.0,,
732,2025-09-06,Book Returned,Computer Networks,,,2025-09-26
732,2025-09-11,Book Returned,Power Systems,,,2025-09-19
636,2025-10-01,Book Returned,Digital Electronics,,,2025-10-08
636,2025-11-27,Reading Session,,4.0,,
636,2025-11-08,Book Returned,Machine Learning,,,2025-11-24
636,2025-10-09,Book Returned,Digital Electronics,,,2025-10-29
636,2025-11-27,Book Returned,Machine Learning,,,2025-12-08
636,2025-09-07,Book Borrowed,Machine Learning,,2025-09-07,
636,2025-10-11,Book Borrowed,Data Structures and Algorithms,,2025-10-11,
626,2025-10-17,Book Borrowed,Digital Electronics,,2025-10-17,
626,2025-09-22,Book Borrowed,Data Structures and Algorithms,,2025-09-22,
626,2025-09-03,Reading Session,,4.0,,
626,2025-08-25,Reading Session,,2.0,,
626,2025-11-21,Reading Session,,3.0,,
626,2025-09-18,Book Borrowed,Data Structures and Algorithms,,2025-09-18,
626,2025-10-18,Book Returned,Computer Networks,,,2025-10-25
626,2025-10-07,Reading Session,,4.0,,
626,2025-11-17,Book Borrowed,Power Systems,,2025-11-17,
626,2025-09-16,Book Borrowed,Control Systems,,2025-09-16,
626,2025-09-15,Book Borrowed,Introduction to Algorithms,,2025-09-15,
626,2025-09-23,Book Borrowed,Introduction to Algorithms,,2025-09-23,
626,2025-09-04,Book Returned,Computer Networks,,,2025-09-14
626,2025-09-18,Reading Session,,4.0,,
626,2025-09-21,Reading Session,,3.0,,
626,2025-10-19,Reading Session,,3.0,,
279,2025-08-29,Book Borrowed,Computer Networks,,2025-08-29,
279,2025-10-04,Reading Session,,4.0,,
279,2025-11-16,Book Borrowed,Chemistry Fundamentals,,2025-11-16,
279,2025-10-04,Book Borrowed,Advanced Mathematics,,2025-10-04,
279,2025-10-31,Reading Session,,3.0,,
279,2025-09-27,Book Returned,Control Systems,,,2025-10-07
279,2025-10-01,Reading Session,,3.0,,
279,2025-09-25,Book Returned,Introduction to Algorithms,,,2025-10-12
279,2025-11-12,Book Returned,Introduction to Algorithms,,,2025-11-27
279,2025-11-25,Book Returned,Control Systems,,,2025-12-15
279,2025-09-08,Reading Session,,1.0,,
279,2025-08-25,Reading Session,,4.0,,
279,2025-10-24,Book Returned,Control Systems,,,2025-11-04
279,2025-11-26,Reading Session,,1.0,,
279,2025-10-12,Book Borrowed,Power Systems,,2025-10-12,
279,2025-09-21,Book Borrowed,Introduction to Algorithms,,2025-09-21,
279,2025-10-06,Reading Session,,3.0,,
279,2025-09-17,Book Returned,Machine Learning,,,2025-09-24
279,2025-10-14,Book Borrowed,Chemistry Fundamentals,,2025-10-14,
279,2025-09-26,Reading Session,,4.0,,
758,2025-09-08,Book Borrowed,Operating Systems,,2025-09-08,
758,2025-11-07,Book Borrowed,Chemistry Fundamentals,,2025-11-07,
758,2025-09-10,Reading Session,,2.0,,
758,2025-10-04,Book Returned,Control Systems,,,2025-10-23
758,2025-08-31,Book Returned,Computer Networks,,,2025-09-11
758,2025-10-21,Reading Session,,4.0,,
758,2025-09-13,Book Returned,Control Systems,,,2025-10-04
758,2025-11-04,Reading Session,,1.0,,
758,2025-09-10,Book Returned,Digital Electronics,,,2025-09-29
758,2025-09-05,Reading Session,,1.0,,
758,2025-11-11,Book Returned,Database Management Systems,,,2025-11-18
758,2025-10-27,Book Returned,Control Systems,,,2025-11-10
758,2025-09-10,Reading Session,,3.0,,
758,2025-10-11,Book Borrowed,Advanced Mathematics,,2025-10-11,
758,2025-11-22,Reading Session,,1.0,,
758,2025-09-12,Book Borrowed,Software Engineering,,2025-09-12,
621,2025-11-05,Reading Session,,3.0,,
621,2025-09-21,Reading Session,,4.0,,
621,2025-10-22,Book Returned,Chemistry Fundamentals,,,2025-11-08
621,2025-09-19,Book Borrowed,Control Systems,,2025-09-19,
621,2025-09-24,Book Returned,Chemistry Fundamentals,,,2025-10-15
621,2025-11-22,Reading Session,,2.0,,
621,2025-11-30,Reading Session,,4.0,,
621,2025-09-24,Book Returned,Digital Electronics,,,2025-10-06
621,2025-11-05,Book Returned,Advanced Mathematics,,,2025-11-14
621,2025-10-12,Book Borrowed,Machine Learning,,2025-10-12,
621,2025-11-15,Book Returned,Advanced Mathematics,,,2025-11-30
621,2025-11-11,Reading Session,,3.0,,
621,2025-09-11,Reading Session,,3.0,,
621,2025-09-23,Book Returned,Computer Networks,,,2025-10-05
314,2025-11-12,Reading Session,,2.0,,
314,2025-09-18,Book Returned,Chemistry Fundamentals,,,2025-10-09
314,2025-11-29,Book Borrowed,Artificial Intelligence,,2025-11-29,
314,2025-09-14,Book Returned,Control Systems,,,2025-09-21
314,2025-11-26,Book Borrowed,Data Structures and Algorithms,,2025-11-26,
314,2025-10-23,Book Borrowed,Data Structures and Algorithms,,2025-10-23,
314,2025-09-02,Book Returned,Physics Vol 1,,,2025-09-18
314,2025-11-15,Book Borrowed,Chemistry Fundamentals,,2025-11-15,
447,2025-09-01,Reading Session,,1.0,,
447,2025-10-17,Reading Session,,1.0,,
447,2025-11-13,Reading Session,,2.0,,
447,2025-09-06,Book Returned,Computer Networks,,,2025-09-18
447,2025-10-26,Book Returned,Artificial Intelligence,,,2025-11-03
447,2025-08-30,Reading Session,,3.0,,
447,2025-11-27,Book Returned,Operating Systems,,,2025-12-13
447,2025-10-14,Book Returned,Computer Networks,,,2025-10-30
447,2025-09-09,Reading Session,,1.0,,
447,2025-10-28,Book Borrowed,Operating Systems,,2025-10-28,
447,2025-09-02,Book Returned,Data Structures and Algorithms,,,2025-09-21
447,2025-09-09,Book Borrowed,Chemistry Fundamentals,,2025-09-09,
447,2025-11-26,Reading Session,,3.0,,
735,2025-10-19,Book Borrowed,Control Systems,,2025-10-19,
735,2025-11-21,Book Returned,Power Systems,,,2025-12-11
735,2025-10-01,Reading Session,,3.0,,
735,2025-11-10,Book Borrowed,Operating Systems,,2025-11-10,
735,2025-09-10,Reading Session,,4.0,,
735,2025-11-13,Book Borrowed,Data Structures and Algorithms,,2025-11-13,
735,2025-11-27,Book Returned,Digital Electronics,,,2025-12-16
735,2025-09-14,Book Returned,Machine Learning,,,2025-10-03
735,2025-11-10,Book Returned,Artificial Intelligence,,,2025-11-26
843,2025-10-30,Reading Session,,1.0,,
843,2025-10-05,Reading Session,,2.0,,
843,2025-11-16,Reading Session,,4.0,,
843,2025-11-20,Book Borrowed,Machine Learning,,2025-11-20,
843,2025-08-24,Book Borrowed,Machine Learning,,2025-08-24,
843,2025-11-18,Book Returned,Machine Learning,,,2025-11-25
843,2025-09-06,Reading Session,,3.0,,
843,2025-10-13,Reading Session,,4.0,,
843,2025-10-28,Reading Session,,1.0,,
843,2025-11-05,Reading Session,,4.0,,
843,2025-10-28,Book Borrowed,Software Engineering,,2025-10-28,
843,2025-11-17,Book Borrowed,Chemistry Fundamentals,,2025-11-17,
843,2025-09-10,Book Returned,Computer Networks,,,2025-09-19
843,2025-10-20,Reading Session,,2.0,,
843,2025-11-27,Book Returned,Computer Networks,,,2025-12-17
843,2025-10-20,Book Borrowed,Software Engineering,,2025-10-20,
843,2025-10-30,Book Returned,Chemistry Fundamentals,,,2025-11-11
843,2025-10-10,Book Returned,Introduction to Algorithms,,,2025-10-27
843,2025-09-12,Book Borrowed,Control Systems,,2025-09-12,
746,2025-10-17,Reading Session,,3.0,,
746,2025-11-21,Book Borrowed,Data Structures and Algorithms,,2025-11-21,
746,2025-10-25,Book Borrowed,Physics Vol 1,,2025-10-25,
746,2025-10-24,Book Borrowed,Artificial Intelligence,,2025-10-24,
746,2025-09-13,Book Borrowed,Database Management Systems,,2025-09-13,
746,2025-11-20,Book Returned,Computer Networks,,,2025-12-07
746,2025-09-21,Reading Session,,2.0,,
746,2025-08-24,Book Returned,Artificial Intelligence,,,2025-09-11
746,2025-10-21,Book Borrowed,Chemistry Fundamentals,,2025-10-21,
746,2025-10-12,Book Borrowed,Computer Networks,,2025-10-12,
746,2025-10-09,Reading Session,,4.0,,
746,2025-10-12,Reading Session,,2.0,,
746,2025-10-24,Book Borrowed,Control Systems,,2025-10-24,
746,2025-11-29,Book Returned,Machine Learning,,,2025-12-19
746,2025-11-14,Book Borrowed,Physics Vol 1,,2025-11-14,
746,2025-10-22,Reading Session,,1.0,,
746,2025-08-31,Book Returned,Control Systems,,,2025-09-17
71,2025-09-10,Book Returned,Artificial Intelligence,,,2025-09-25
71,2025-09-28,Book Borrowed,Introduction to Algorithms,,2025-09-28,
71,2025-09-26,Reading Session,,3.0,,
71,2025-11-05,Book Borrowed,Operating Systems,,2025-11-05,
71,2025-09-04,Reading Session,,3.0,,
71,2025-10-28,Reading Session,,1.0,,
71,2025-11-18,Book Returned,Computer Networks,,,2025-11-28
71,2025-08-31,Book Borrowed,Physics Vol 1,,2025-08-31,
71,2025-10-29,Reading Session,,4.0,,
71,2025-09-09,Book Returned,Operating Systems,,,2025-09-26
71,2025-09-28,Reading Session,,1.0,,
71,2025-10-06,Book Borrowed,Artificial Intelligence,,2025-10-06,
