student_id,activity_name,session_date,session_type,session_time,duration_hours,attendance_status,marked_by
4,Cricket Team,2025-11-12,Workshop,16:00:00,2.5,Present,Mr. Vinod Khanna
4,Cricket Team,2025-11-12,Training,16:00:00,2.0,Absent,Mr. Vinod Khanna
4,Cricket Team,2025-11-29,Event,18:00:00,2.0,Absent,Mr. Vinod Khanna
4,Cricket Team,2025-11-08,Project Work,16:00:00,1.5,Present,Mr. Vinod Khanna
4,Cricket Team,2025-11-13,Project Work,17:00:00,2.0,Absent,Mr. Vinod Khanna
4,Cricket Team,2025-11-06,Regular Meeting,18:00:00,2.5,Absent,Mr. Vinod Khanna
4,Cricket Team,2025-11-06,Competition,18:00:00,3.0,Absent,Mr. Vinod Khanna
4,Cricket Team,2025-11-02,Regular Meeting,16:00:00,3.0,Absent,Mr. Vinod Khanna
4,Cricket Team,2025-11-09,Event,17:00:00,3.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-08-26,Workshop,15:00:00,3.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-08-21,Training,17:00:00,1.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-08-12,Regular Meeting,16:00:00,2.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-08-08,Project Work,16:00:00,1.5,Present,Mr. Vinod Khanna
5,Robotics Club,2025-09-01,Event,14:00:00,2.5,Present,Mr. Vinod Khanna
5,Robotics Club,2025-09-10,Training,16:00:00,1.5,Present,Mr. Vinod Khanna
5,Robotics Club,2025-09-22,Project Work,14:00:00,4.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-09-03,Regular Meeting,17:00:00,3.0,Absent,Mr. Vinod Khanna
5,Robotics Club,2025-10-26,Competition,15:00:00,1.5,Present,Mr. Vinod Khanna
5,Robotics Club,2025-10-16,Competition,16:00:00,1.5,Absent,Mr. Vinod Khanna
5,Robotics Club,2025-10-18,Regular Meeting,15:00:00,2.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-10-10,Event,17:00:00,1.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-11-17,Regular Meeting,16:00:00,4.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-11-09,Regular Meeting,17:00:00,3.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-11-16,Event,18:00:00,3.0,Present,Mr. Vinod Khanna
5,Robotics Club,2025-11-24,Practice Session,17:00:00,4.0,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-08-25,Practice Session,16:00:00,2.0,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-08-12,Practice Session,16:00:00,4.0,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-08-20,Event,18:00:00,2.5,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-08-08,Workshop,18:00:00,1.5,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-09-18,Training,18:00:00,3.0,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-09-15,Project Work,18:00:00,2.5,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-09-23,Project Work,17:00:00,2.5,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-09-07,Workshop,15:00:00,3.0,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-10-03,Competition,17:00:00,1.5,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-10-18,Practice Session,14:00:00,2.0,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-10-25,Practice Session,17:00:00,4.0,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-10-09,Project Work,18:00:00,1.5,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-11-23,Competition,14:00:00,2.5,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-11-29,Training,14:00:00,3.0,Present,Mr. Vinod Khanna
5,Mathematics Club,2025-11-27,Event,18:00:00,1.5,Absent,Mr. Vinod Khanna
5,Mathematics Club,2025-11-29,Competition,16:00:00,2.0,Absent,Mr. Vinod Khanna
7,Event Management Team,2025-08-12,Training,17:00:00,2.5,Absent,Mr. Vinod Khanna
7,Event Management Team,2025-08-04,Project Work,18:00:00,4.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-08-15,Training,17:00:00,1.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-08-04,Practice Session,18:00:00,3.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-09-04,Project Work,17:00:00,4.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-09-12,Training,14:00:00,1.5,Present,Mr. Vinod Khanna
7,Event Management Team,2025-09-06,Regular Meeting,15:00:00,2.0,Absent,Mr. Vinod Khanna
7,Event Management Team,2025-09-16,Regular Meeting,16:00:00,2.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-10-20,Project Work,14:00:00,4.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-10-09,Regular Meeting,14:00:00,1.5,Present,Mr. Vinod Khanna
7,Event Management Team,2025-10-28,Workshop,16:00:00,1.5,Present,Mr. Vinod Khanna
7,Event Management Team,2025-10-20,Workshop,16:00:00,2.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-11-01,Event,18:00:00,1.0,Present,Mr. Vinod Khanna
7,Event Management Team,2025-11-13,Regular Meeting,18:00:00,2.5,Present,Mr. Vinod Khanna
7,Event Management Team,2025-11-26,Event,17:00:00,2.5,Present,Mr. Vinod Khanna
7,Event Management Team,2025-11-14,Training,14:00:00,3.0,Present,Mr. Vinod Khanna
8,NSS,2025-08-07,Regular Meeting,17:00:00,1.5,Present,Mr. Vinod Khanna
8,NSS,2025-08-16,Competition,16:00:00,1.0,Present,Mr. Vinod Khanna
8,NSS,2025-08-08,Training,18:00:00,4.0,Present,Mr. Vinod Khanna
8,NSS,2025-08-15,Training,18:00:00,1.5,Present,Mr. Vinod Khanna
8,NSS,2025-09-03,Practice Session,18:00:00,2.0,Present,Mr. Vinod Khanna
8,NSS,2025-09-05,Practice Session,16:00:00,3.0,Present,Mr. Vinod Khanna
8,NSS,2025-09-10,Training,15:00:00,4.0,Present,Mr. Vinod Khanna
8,NSS,2025-09-08,Competition,14:00:00,4.0,Present,Mr. Vinod Khanna
8,NSS,2025-10-06,Event,14:00:00,2.5,Present,Mr. Vinod Khanna
8,NSS,2025-10-04,Competition,18:00:00,1.0,Absent,Mr. Vinod Khanna
8,NSS,2025-10-17,Competition,16:00:00,1.5,Present,Mr. Vinod Khanna
8,NSS,2025-10-18,Training,18:00:00,1.5,Present,Mr. Vinod Khanna
8,NSS,2025-11-02,Workshop,15:00:00,2.5,Present,Mr. Vinod Khanna
8,NSS,2025-11-16,Training,16:00:00,3.0,Absent,Mr. Vinod Khanna
8,NSS,2025-11-18,Event,18:00:00,1.5,Present,Mr. Vinod Khanna
8,NSS,2025-11-08,Training,17:00:00,1.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-08-21,Training,15:00:00,2.5,Present,Mr. Vinod Khanna
8,Quiz Club,2025-08-05,Workshop,18:00:00,2.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-08-04,Event,15:00:00,1.5,Present,Mr. Vinod Khanna
8,Quiz Club,2025-08-17,Workshop,15:00:00,3.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-09-19,Regular Meeting,18:00:00,1.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-09-07,Workshop,17:00:00,2.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-09-07,Practice Session,15:00:00,2.5,Present,Mr. Vinod Khanna
8,Quiz Club,2025-09-24,Workshop,15:00:00,1.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-10-29,Workshop,14:00:00,1.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-10-12,Workshop,14:00:00,1.5,Present,Mr. Vinod Khanna
8,Quiz Club,2025-10-21,Competition,16:00:00,2.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-10-18,Project Work,17:00:00,3.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-11-24,Training,18:00:00,2.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-10-31,Training,15:00:00,3.0,Present,Mr. Vinod Khanna
8,Quiz Club,2025-10-31,Training,18:00:00,1.5,Present,Mr. Vinod Khanna
8,Quiz Club,2025-11-25,Project Work,14:00:00,2.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-08-08,Practice Session,15:00:00,2.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-08-07,Project Work,16:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-08-11,Regular Meeting,17:00:00,3.0,Absent,Mr. Vinod Khanna
8,Dance Club,2025-08-31,Competition,17:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-08-15,Training,18:00:00,2.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-08-02,Regular Meeting,14:00:00,4.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-09-06,Workshop,15:00:00,2.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-09-14,Regular Meeting,14:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-09-01,Competition,16:00:00,2.0,Absent,Mr. Vinod Khanna
8,Dance Club,2025-09-28,Regular Meeting,17:00:00,2.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-09-09,Event,17:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-09-23,Practice Session,18:00:00,2.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-28,Workshop,18:00:00,2.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-01,Event,15:00:00,2.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-07,Practice Session,15:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-01,Regular Meeting,14:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-09,Competition,15:00:00,1.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-09,Event,18:00:00,2.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-11-01,Workshop,18:00:00,1.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-11-19,Regular Meeting,14:00:00,1.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-10-31,Training,17:00:00,1.5,Present,Mr. Vinod Khanna
8,Dance Club,2025-11-05,Workshop,17:00:00,4.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-11-17,Workshop,17:00:00,1.0,Present,Mr. Vinod Khanna
8,Dance Club,2025-11-02,Event,14:00:00,2.5,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-08-22,Training,18:00:00,4.0,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-08-16,Competition,18:00:00,1.0,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-08-18,Training,14:00:00,2.5,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-08-21,Training,18:00:00,2.5,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-09-24,Competition,16:00:00,4.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-09-20,Project Work,18:00:00,1.5,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-09-28,Regular Meeting,15:00:00,1.5,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-09-24,Regular Meeting,14:00:00,3.0,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-10-29,Workshop,15:00:00,3.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-10-13,Event,17:00:00,3.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-10-07,Competition,17:00:00,4.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-10-04,Project Work,18:00:00,4.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-11-09,Training,16:00:00,1.0,Absent,Mr. Vinod Khanna
10,Rotaract Club,2025-11-19,Project Work,14:00:00,1.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-11-13,Competition,18:00:00,4.0,Present,Mr. Vinod Khanna
10,Rotaract Club,2025-11-12,Workshop,18:00:00,4.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-08-18,Training,17:00:00,1.0,Absent,Mr. Vinod Khanna
10,Dance Club,2025-08-12,Training,18:00:00,3.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-08-04,Practice Session,17:00:00,1.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-08-17,Practice Session,16:00:00,1.5,Absent,Mr. Vinod Khanna
10,Dance Club,2025-08-11,Project Work,18:00:00,4.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-08-07,Project Work,17:00:00,1.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-09-01,Workshop,15:00:00,2.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-09-27,Training,15:00:00,2.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-09-23,Practice Session,18:00:00,2.5,Absent,Mr. Vinod Khanna
10,Dance Club,2025-09-05,Training,18:00:00,1.0,Absent,Mr. Vinod Khanna
10,Dance Club,2025-09-01,Project Work,17:00:00,1.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-09-20,Workshop,18:00:00,3.0,Absent,Mr. Vinod Khanna
10,Dance Club,2025-10-21,Regular Meeting,16:00:00,4.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-10-06,Training,16:00:00,2.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-09-30,Event,16:00:00,2.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-10-14,Training,18:00:00,4.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-10-25,Workshop,17:00:00,1.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-10-29,Workshop,17:00:00,2.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-11-15,Training,17:00:00,2.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-11-23,Regular Meeting,14:00:00,1.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-11-04,Event,18:00:00,1.0,Present,Mr. Vinod Khanna
10,Dance Club,2025-11-27,Workshop,18:00:00,1.5,Absent,Mr. Vinod Khanna
10,Dance Club,2025-11-01,Competition,18:00:00,1.5,Present,Mr. Vinod Khanna
10,Dance Club,2025-11-10,Training,17:00:00,3.0,Present,Mr. Vinod Khanna
11,Web Development Club,2025-08-30,Event,16:00:00,2.0,Absent,Mr. Vinod Khanna
11,Web Development Club,2025-08-07,Competition,16:00:00,1.5,Present,Mr. Vinod Khanna
11,Web Development Club,2025-08-23,Regular Meeting,14:00:00,2.0,Absent,Mr. Vinod Khanna
11,Web Development Club,2025-08-07,Event,18:00:00,1.5,Present,Mr. Vinod Khanna
11,Web Development Club,2025-09-28,Workshop,18:00:00,2.5,Present,Mr. Vinod Khanna
11,Web Development Club,2025-09-26,Regular Meeting,17:00:00,3.0,Present,Mr. Vinod Khanna
11,Web Development Club,2025-09-03,Project Work,17:00:00,1.5,Present,Mr. Vinod Khanna
11,Web Development Club,2025-09-23,Event,18:00:00,3.0,Absent,Mr. Vinod Khanna
11,Web Development Club,2025-10-28,Project Work,14:00:00,4.0,Present,Mr. Vinod Khanna
11,Web Development Club,2025-10-17,Project Work,15:00:00,2.5,Present,Mr. Vinod Khanna
11,Web Development Club,2025-10-04,Practice Session,15:00:00,2.5,Present,Mr. Vinod Khanna
11,Web Development Club,2025-10-07,Regular Meeting,15:00:00,4.0,Present,Mr. Vinod Khanna
11,Web Development Club,2025-11-25,Workshop,16:00:00,4.0,Absent,Mr. Vinod Khanna
11,Web Development Club,2025-11-28,Workshop,16:00:00,2.0,Present,Mr. Vinod Khanna
11,Web Development Club,2025-11-02,Workshop,16:00:00,1.5,Absent,Mr. Vinod Khanna
11,Web Development Club,2025-11-28,Regular Meeting,17:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-26,Practice Session,17:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-01,Competition,18:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-30,Competition,14:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-16,Training,16:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-23,Competition,17:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-08,Competition,16:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-21,Workshop,17:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-24,Workshop,15:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-12,Workshop,14:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-08-06,Event,15:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-23,Competition,16:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-08,Regular Meeting,18:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-31,Practice Session,18:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-08-13,Event,16:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-27,Regular Meeting,14:00:00,3.0,Absent,Mr. Vinod Khanna
12,Football Team,2025-09-11,Training,15:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-25,Competition,17:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-26,Competition,18:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-18,Training,16:00:00,1.5,Absent,Mr. Vinod Khanna
12,Football Team,2025-09-26,Practice Session,18:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-26,Competition,16:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-20,Workshop,17:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-08-31,Event,17:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-28,Project Work,14:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-09-29,Regular Meeting,17:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-09-08,Training,15:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-09-13,Event,17:00:00,4.0,Absent,Mr. Vinod Khanna
12,Football Team,2025-09-18,Training,18:00:00,1.5,Absent,Mr. Vinod Khanna
12,Football Team,2025-10-19,Event,17:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-10-17,Regular Meeting,15:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-10-21,Competition,14:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-10-17,Workshop,18:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-10-28,Competition,16:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-10-05,Competition,17:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-10-05,Project Work,16:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-10-08,Workshop,14:00:00,2.0,Absent,Mr. Vinod Khanna
12,Football Team,2025-10-11,Training,18:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-10-19,Project Work,15:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-10-03,Event,17:00:00,2.0,Absent,Mr. Vinod Khanna
12,Football Team,2025-10-04,Practice Session,18:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-10-02,Competition,18:00:00,2.0,Absent,Mr. Vinod Khanna
12,Football Team,2025-10-07,Event,15:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-11-28,Project Work,15:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-11-07,Competition,16:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-28,Regular Meeting,14:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-19,Practice Session,17:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-11-27,Competition,17:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-23,Event,16:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-10-31,Competition,17:00:00,4.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-24,Practice Session,18:00:00,3.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-12,Competition,16:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-29,Practice Session,18:00:00,2.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-02,Practice Session,18:00:00,1.5,Present,Mr. Vinod Khanna
12,Football Team,2025-11-01,Practice Session,14:00:00,2.5,Present,Mr. Vinod Khanna
12,Football Team,2025-11-03,Practice Session,14:00:00,1.0,Present,Mr. Vinod Khanna
12,Football Team,2025-11-23,Regular Meeting,17:00:00,4.0,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-08-21,Workshop,15:00:00,2.5,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-08-21,Regular Meeting,15:00:00,1.5,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-08-15,Workshop,14:00:00,1.5,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-08-08,Project Work,14:00:00,1.0,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-09-14,Training,14:00:00,1.5,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-09-01,Regular Meeting,15:00:00,2.0,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-09-18,Workshop,14:00:00,3.0,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-09-08,Competition,18:00:00,2.5,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-10-14,Event,14:00:00,2.0,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-10-06,Training,14:00:00,4.0,Present,Mr. Vinod Khanna
12,Rotaract Club,2025-10-16,Workshop,14:00:00,2.5,Present,Mr. Vinod Khanna
